"complaint_number","status","date_entered","house_number","house_street","zip_code","bin","community_board","special_district","complaint_category","unit","disposition_date","disposition_code","inspection_date","dobrundate"
"3982368","CLOSED","10/29/2024","2536","HUBBARD STREET","11235","3195908","313",,"05","RTEU","12/12/2024","C2","12/12/2024","20260427000000"
"4405234","CLOSED","06/23/2009","135-04","JAMAICA AVENUE","11418","4442218","409",,"83","QNS.","07/01/2009","A9","06/29/2009","20260427000000"
"1486961","CLOSED","08/13/2018","95","EAST 116 STREET","10029","1051672","111",,"10","ERT","08/14/2018","A8","08/13/2018","20260427000000"
"2143493","CLOSED","04/04/2010","1055","JEROME AVENUE","10452","2003053","204",,"63","ELEVR","09/13/2010","H1","08/31/2010","20260427000000"
"2051156","CLOSED","04/15/2003","5635","DELAFIELD AVENUE","10471","2085170","208",,"05","BRONX","04/18/2003","I2","04/16/2003","20260427000000"
"3452896","CLOSED","08/08/2013","171","TAAFFE PLACE","11205","3334940","303",,"37","ERT","08/10/2013","I2","08/10/2013","20260427000000"
"1289119","CLOSED","09/13/2010","110","EAST   42 STREET","10017","1083181","105",,"79","ERT","09/14/2010","I2","09/13/2010","20260427000000"
"3300709","CLOSED","04/07/2009","1035","LANCASTER AVENUE","11223","3201643","315",,"05","BKLYN","04/16/2009","I2","04/09/2009","20260427000000"
"2135392","CLOSED","09/09/2009","1157","FTELEY AVENUE","10472","2024037","209",,"45","BRONX","10/20/2009","C4","10/16/2009","20260427000000"
"1017272","CLOSED","01/03/1992","244","WEST 72 STREET","10023","1030432","107",,"98","MAN.","02/07/1992","B1","01/31/1992","20260427000000"
"4220630","CLOSED","04/19/2005","144-04","69 AVENUE","11367","4143673","408",,"73","QNS.","04/22/2005","A1","04/20/2005","20260427000000"
"1703155","CLOSED","08/27/2025","465","PARK AVENUE","10022","1036903","105",,"6V","OBM","08/28/2025","I2","08/28/2025","20260427000000"
"3158938","CLOSED","05/31/2005","552","OVINGTON AVENUE","11209","3146666","310",,"05","BKLYN","06/03/2005","H1","05/31/2005","20260427000000"
"2111578","CLOSED","03/19/2008","3606","HOLLAND AVENUE","10467","2057805","212",,"45","BRONX","04/10/2008","C2","04/08/2008","20260427000000"
"2421612","CLOSED","07/31/2025","800","EAST 141 STREET","10454","2004020","201","IBZ","2F","FEU","12/15/2025","A8","12/04/2025","20260427000000"
"1035850","CLOSED","07/07/1995","1753","1 AVENUE","10128","1087664","108",,"09","MAN.","07/14/1995","B1","07/11/1995","20260427000000"
"3401976","CLOSED","01/27/2012","26","BUTLER PLACE","11238","3388743","308",,"05","BKLYN","04/23/2012","I2","04/18/2012","20260427000000"
"2434408","CLOSED","02/16/2026","806","EAST 175 STREET","10460","2010010","206",,"45","Q-L","02/19/2026","I2","02/19/2026","20260427000000"
"1524642","CLOSED","10/16/2019","212","WEST 93 STREET","10025","1033615","107",,"15","CSE","10/28/2019","I2","10/28/2019","20260427000000"
"4647021","CLOSED","03/16/2016","136-71","ROOSEVELT AVENUE","11354","4112508","407",,"1Z","EXEC","07/27/2022","L2","07/27/2022","20260427000000"
"2015956","CLOSED","04/27/1995","526","TAYLOR AVENUE","10473","2021455","209",,"32","BRONX","07/15/1997","C2","07/09/1997","20260427000000"
"3742591","CLOSED","02/12/2020","6709","5 AVENUE","11220","3144765","310",,"05","BKLYN","02/13/2020","I2","02/13/2020","20260427000000"
"4994642","CLOSED","04/29/2025","155-35","77 STREET","11414","4531052","410",,"45","Q-L","07/21/2025","C4","07/21/2025","20260427000000"
"3547128","CLOSED","02/15/2016","701","MONROE STREET","11221","3044690","303",,"23","SCFLD","02/18/2016","I2","02/18/2016","20260427000000"
"1072070","CLOSED","12/07/1999","332","EAST 71 STREET","10021","1044847","108",,"73","MAN.","12/20/1999","C2","12/14/1999","20260427000000"
"1255340","CLOSED","05/01/2009","210","WEST   70 STREET","10023","1030350","107",,"09","MAN.","05/18/2009","I2","05/14/2009","20260427000000"
"5004398","CLOSED","05/16/1990","269","YORK AVENUE","10301","5001072","501",,"73","ST.IS","05/23/1990","A1","05/18/1990","20260427000000"
"2036511","CLOSED","11/08/2000","3280","COUNTRY CLUB ROAD","10465","2075445","210",,"45","BRONX","11/28/2000","C2","11/22/2000","20260427000000"
"4437374","CLOSED","03/16/2010","56-38","MYRTLE AVENUE","11385","4085871","405",,"4B","SEP","03/19/2010","A9","03/17/2010","20260427000000"
"4533469","CLOSED","11/18/2012","3333","83 STREET","11372","4035168","403",,"45","QNS.","12/31/2012","C2","12/19/2012","20260427000000"
"1312184","CLOSED","11/02/2011","17","ELDRIDGE STREET","10002","1003768","103",,"1A","MAN.","01/30/2012","I2","01/28/2012","20260427000000"
"4614641","CLOSED","04/02/2015","39-39","223 STREET","11361","4567675","411",,"15","QNS.","05/06/2015","A8","05/04/2015","20260427000000"
"3553909","CLOSED","04/08/2016","378","WYTHE AVENUE","11249","3063231","301",,"30","ERT","04/09/2016","H1","04/08/2016","20260427000000"
"3082781","CLOSED","09/19/2000","615","BRIGHTON BEACH AVENUE","11235","3244915","313",,"05","BKLYN","10/02/2000","I2","09/27/2000","20260427000000"
"4918025","CLOSED","03/16/2023","149-06","NORTHERN BOULEVARD","11354","4595272","407",,"23","QNS.","04/21/2023","A8","04/20/2023","20260427000000"
"3830796","CLOSED","02/07/2022","2800","OCEAN PARKWAY","11235","3196293","313",,"6S","ELEVR","02/09/2022","A8","02/08/2022","20260427000000"
"5001357","CLOSED","06/12/1989","5454","AMBOY ROAD","10312","5082526","503",,"27","ST.IS","08/08/1989","B1","07/20/1989","20260427000000"
"1572641","CLOSED","06/01/2021","445","EAST 85 STREET","10028","1050540","108",,"83","MAN.","06/04/2021","I2","06/04/2021","20260427000000"
"1587536","CLOSED","11/23/2021","215","WEST 84 STREET","10024","1033105","107",,"7J","RTEU","11/23/2021","I2","11/23/2021","20260427000000"
"3865417","CLOSED","07/23/2022","1628","81 STREET","11214","3163740","311",,"05","SPOPS","10/25/2022","C2","10/25/2022","20260427000000"
"3654078","CLOSED","06/16/2018","1914","WEST 11 STREET","11223","3189793","311",,"53","BKLYN","05/21/2019","I2","05/21/2019","20260427000000"
"1223936","CLOSED","05/07/2008","35","EAST   32 STREET","10016","1017018","105",,"21","BEST","06/11/2008","L2","06/10/2008","20260427000000"
"4511937","CLOSED","04/05/2012","82-13","NORTHERN BOULEVARD","11372","4034495","403",,"31","QNS.","04/10/2012","A8","04/05/2012","20260427000000"
"3A02198","CLOSED","02/05/2025","976","BEDFORD AVENUE","11205","3055255","303",,"10","ERT","02/06/2025","C2","02/06/2025","20260427000000"
"2256467","CLOSED","01/26/2018","2785","UNIVERSITY AVENUE","10468","2015334","208",,"6S","ELEVR","02/20/2018","I2","02/20/2018","20260427000000"
"1208299","CLOSED","11/01/2007","316","EAST   91 STREET","10128","1050195","108",,"55","MAN.","11/14/2007","I2","11/09/2007","20260427000000"
"3298862","CLOSED","03/23/2009","100","HENRY STREET","11201","3335928","302",,"05","BKLYN","04/06/2009","I2","03/30/2009","20260427000000"
"4A11440","CLOSED","09/23/2025","19-19","CORNAGA AVENUE","11691","4298300","414",,"67","C & D","09/26/2025","L2","09/26/2025","20260427000000"
"3A46447","ACTIVE","01/26/2026","275","LIVONIA AVENUE","11212","3326547","316",,"2L","FISP","02/26/2026","RU","02/04/2026","20260427000000"
"3618679","CLOSED","09/11/2017","146","NORTH ELLIOTT WALK","11205","3335247","302",,"65","PLUMB","09/14/2017","C2","09/14/2017","20260427000000"
"2092303","CLOSED","12/01/2006","325","EAST  197 STREET","10458","2016665","207",,"45","BRONX","01/25/2007","H1","01/25/2007","20260427000000"
"3946495","CLOSED","02/06/2024","1461","BROADWAY","11221","3077130","304",,"7J","RTEU","02/06/2024","I2","02/06/2024","20260427000000"
"4325477","CLOSED","10/05/2007","115-66","191 STREET","11412","4238166","412",,"12","BEST","08/14/2008","L2","08/14/2008","20260427000000"
"3983592","CLOSED","11/08/2024","814","QUENTIN ROAD","11223","3177546","315",,"35","BKLYN","04/14/2025","I2","04/14/2025","20260427000000"
"3033910","CLOSED","03/14/1994","62","NELSON STREET","11231","3008347","306",,"29","BKLYN","06/01/1994","B1","03/30/1994","20260427000000"
"2432022","CLOSED","01/12/2026","601","EAST 156 STREET","10455","2117693","201",,"6M","ELEVR","02/19/2026","A8","02/18/2026","20260427000000"
"3208531","CLOSED","11/15/2006","433","STATE STREET","11217","3000597","302",,"05","BKLYN","12/05/2006","C2","11/30/2006","20260427000000"
"1227428","CLOSED","06/11/2008","347","3 AVENUE","10010","1019821","106",,"1E","SCFLD","06/13/2008","I2","06/12/2008","20260427000000"
"4012494","CLOSED","07/17/1990","62-40","71 STREET","11379","4068158","405",,"05","QNS.","08/01/1990","I2","07/26/1990","20260427000000"
"3697154","CLOSED","04/17/2019","371","STOCKHOLM STREET","11237","3414373","304",,"09","BKLYN","08/12/2019","C2","08/10/2019","20260427000000"
"4264397","CLOSED","05/13/2006","60-28","MENAHAN STREET","11385","4521775","405",,"05","QNS.","07/06/2006","L2","06/29/2006","20260427000000"
"2292196","CLOSED","11/14/2019","2797","MARION AVENUE","10458","2016684","207",,"05","BRONX","11/25/2020","L2","11/23/2020","20260427000000"
"4557267","CLOSED","08/22/2013","172-05","73 AVENUE","11366","4150503","408",,"03","ERT","08/22/2013","I2","08/22/2013","20260427000000"
"1459458","CLOSED","09/01/2017","502","PARK AVENUE","10022","1040756","108",,"63","ELEVR","09/12/2017","I2","09/12/2017","20260427000000"
"1557866","CLOSED","11/15/2020","3","EAST   89 STREET","10128","1090242","108",,"04","ERT","11/16/2020","I2","11/15/2020","20260427000000"
"2347636","CLOSED","06/17/2022","286","EAST  163 STREET","10451","2001958","204",,"7G","CSE","06/17/2022","I2","06/17/2022","20260427000000"
"4860393","CLOSED","09/30/2021","67-17","167 STREET","11365","4149536","408",,"91","ERT","09/30/2021","H1","09/30/2021","20260427000000"
"3001272","CLOSED","03/21/1989","132","MYRTLE AVE","11201","3822238","302",,"55","BKLYN","05/26/1989","B1","05/25/1989","20260427000000"
"2137908","CLOSED","11/13/2009","112","BEACON LANE","10473","2116015","209",,"31","BRONX","11/13/2009","A1","09/29/2009","20260427000000"
"5173219","CLOSED","08/30/2022","375","SEGUINE AVENUE","10309","5082757","503",,"73","BOILR","09/13/2022","I2","09/13/2022","20260427000000"
"1229743","CLOSED","07/03/2008","150","AMSTERDAM AVENUE","10023","1088576","107",,"91","MAN.","07/03/2008","I2","07/03/2008","20260427000000"
"4432558","CLOSED","01/26/2010","61-37","210 STREET","11364","4161984","411",,"15","QNS.","02/11/2010","A8","01/29/2010","20260427000000"
"2038834","CLOSED","05/07/2001","3860","THIRD AVENUE","10457","2098937","203",,"31","BRONX","05/15/2001","I2","05/11/2001","20260427000000"
"3528768","CLOSED","09/02/2015","2111","BEEKMAN PLACE","11225","3114596","309",,"83","BKLYN","09/03/2015","K1","09/03/2015","20260427000000"
"2355942","CLOSED","11/16/2022","380","CONCORD AVENUE","10454","2003869","201",,"6S","ELEVR","01/09/2023","I2","01/08/2023","20260427000000"
"1543193","CLOSED","05/14/2020","250","WEST 26 STREET","10001","1014206","104",,"2N","CSE","06/07/2020","L2","06/07/2020","20260427000000"
"3039344","CLOSED","02/06/1995","1177","EAST 18 STREET","11230","3180508","314",,"05","BKLYN","03/16/1995","I1","03/14/1995","20260427000000"
"5068389","CLOSED","12/14/2007","140","PARK HILL AVENUE","10304","5116727","501",,"63","ELEVR","12/27/2007","H1","12/24/2007","20260427000000"
"4141542","CLOSED","02/21/2002","24-42","47 STREET","11103","4456694","401",,"54","QNS.","03/02/2002","I2","02/28/2002","20260427000000"
"1044088","CLOSED","09/12/1996","56","EAST   11 STREET","10003","1076071","102",,"05","MAN.","07/18/2006","L2","07/18/2006","20260427000000"
"2387210","CLOSED","02/28/2024","1401","GRAND CONCOURSE","10452","2008087","204",,"73","BRONX","02/28/2024","A1","01/25/2024","20260427000000"
"2034428","CLOSED","06/13/2000","2800","SEXTON PLACE","10469","2055363","211",,"45","BRONX","06/21/2000","I2","06/15/2000","20260427000000"
"4815076","CLOSED","06/30/2020","179-41","SELOVER ROAD","11434","4269492","412",,"05","QNS.","07/01/2020","I1","07/01/2020","20260427000000"
"1635241","CLOSED","04/27/2023","50","BAYARD STREET","10013","1002434","103",,"1X","MAN.","04/28/2023","I2","04/28/2023","20260427000000"
"5048355","CLOSED","12/13/2004","525","WOODROW ROAD","10312","5077551","503",,"31","ST.IS","12/13/2004","H1","12/13/2004","20260427000000"
"3907040","CLOSED","05/26/2023","1052","OVINGTON AVENUE","11219","3143102","310",,"7J","RTEU","05/26/2023","A8","05/26/2023","20260427000000"
"1105905","CLOSED","03/28/2003","94","CHRISTOPHER STREET","10014","1010042","102",,"05","MAN.","09/26/2013","L2","09/26/2013","20260427000000"
"4565273","CLOSED","11/13/2013","45","TIOGA WALK","11697","4607248","414",,"2E","BEST","11/13/2013","P6","11/13/2013","20260427000000"
"2387204","CLOSED","02/28/2024","694","EAST 231 STREET","10466","2063253","212",,"1X","BRONX","02/28/2024","A3","02/28/2024","20260427000000"
"5109834","CLOSED","05/02/2014","7","NAVY PIER COURT","10304","5158986","501",,"4L","BEST","05/28/2014","L2","05/27/2014","20260427000000"
"1079447","CLOSED","09/07/2000","75","LEONARD STREET","10013","1001888","101",,"05","MAN.","09/12/2000","C2","09/08/2000","20260427000000"
"4080311","CLOSED","06/24/1998","160-46","26 AVENUE","11358","4110618","407",,"45","QNS.","01/25/1999","A9","01/23/1999","20260427000000"
"1338471","CLOSED","12/02/2012","42","CROSBY STREET","10012","1090398","102",,"04","ERT","12/13/2012","I2","12/12/2012","20260427000000"
"4543566","CLOSED","03/20/2013","115-09","109 AVENUE","11420","4203577","410",,"45","QNS.","09/09/2013","C2","09/06/2013","20260427000000"
"2092147","CLOSED","11/28/2006","826","FAILE STREET","10474","2006450","202",,"29","BRONX","02/05/2007","C2","02/04/2007","20260427000000"
"3391038","CLOSED","09/23/2011","868","METROPOLITAN AVENUE","11211","3396031","301",,"06","BKLYN","11/22/2011","A8","11/18/2011","20260427000000"
"1721053","ACTIVE","03/31/2026","132","EAST 64 STREET","10065","1042118","108",,"4S","SYE","04/01/2026","C1","04/01/2026","20260427000000"
"3912767","CLOSED","06/14/2023","463A","HANCOCK STREET","11233","3045712","303",,"7R","SPOPS","08/05/2024","H1","08/02/2024","20260427000000"
"1712309","CLOSED","12/11/2025","504","CATHEDRAL PARKWAY","10025","1084036","107",,"58","BOILR","12/26/2025","F1","12/26/2025","20260427000000"
"1659314","CLOSED","02/01/2024","246","WEST 38 STREET","10018","1014465","105",,"1X","MAN.","02/02/2024","I2","02/02/2024","20260427000000"
"3307601","CLOSED","06/08/2009","643","EAST   77 STREET","11236","3223448","318",,"05","BKLYN","07/20/2009","I2","07/17/2009","20260427000000"
"1395478","CLOSED","05/08/2015","229","WEST 26 STREET","10001","1014234","105",,"04","ERT","05/10/2015","I2","05/08/2015","20260427000000"
"5009700","CLOSED","06/05/1992","171","BROAD STREET","10304","5014044","501",,"73","ST.IS","06/09/1992","B1","06/08/1992","20260427000000"
"3A51955","CLOSED","03/11/2026","386","THROOP AVENUE","11221","3339074","303",,"6S","ELEVR","04/14/2026","A8","04/13/2026","20260427000000"
"2401670","CLOSED","10/02/2024","2181","MORRIS AVENUE","10453","2013986","205",,"7G","CSE","10/02/2024","I2","09/23/2024","20260427000000"
"4956433","CLOSED","04/15/2024","222-12","146 AVENUE","11413","4286309","413",,"8A","CSC","04/16/2024","H3","04/16/2024","20260427000000"
"1249035","CLOSED","02/16/2009","70","EAST    3 STREET","10003","1006126","103",,"65","MAN.","02/18/2009","H1","02/18/2009","20260427000000"
"3192295","CLOSED","05/30/2006","326","STATE STREET","11201","3000624","302",,"03","BKLYN","06/01/2006","I2","05/31/2006","20260427000000"
"1594634","CLOSED","03/09/2022","111","SULLIVAN STREET","10012","1077251","102",,"45","MAN.","05/05/2022","I2","05/05/2022","20260427000000"
"1532618","CLOSED","01/03/2020","122","WEST 12 STREET","10011","1088864","102",,"6W","OBM","01/03/2020","A8","01/03/2020","20260427000000"
"4769436","CLOSED","04/05/2019","1666","JEFFERSON AVENUE","11385","4085534","405",,"45","QNS.","06/01/2019","C7","06/01/2019","20260427000000"
"4854527","CLOSED","08/06/2021","96-02","JAMAICA AVENUE","11421","4184428","409",,"58","BOILR","08/06/2021","A8","08/06/2021","20260427000000"
"2320257","CLOSED","07/05/2021","551","WALES AVENUE","10455","2004547","201",,"6S","ELEVR","08/27/2021","A8","08/27/2021","20260427000000"
"5158523","CLOSED","10/29/2021","19","WOODLAND AVENUE","10308","5070495","503",,"85","ST.IS","01/04/2022","H1","01/04/2022","20260427000000"
"4076126","CLOSED","03/04/1998","57-49","MAZEAU STREET","11378","4062973","405",,"33","QNS.","09/14/2001","I1","09/11/2001","20260427000000"
"5032515","CLOSED","03/25/2002","318","RUDYARD STREET","10306","5054377","502",,"36","ST.IS","04/01/2002","I2","03/29/2002","20260427000000"
"4966640","CLOSED","07/23/2024","80-40","88 ROAD","11421","4183430","409",,"71","QNS.","08/20/2025","C2","08/19/2025","20260427000000"
"3073382","CLOSED","08/16/1999","1570","EAST 96 STREET","11236","3234441","318",,"36","BKLYN","11/09/1999","B1","08/25/1999","20260427000000"
"4619385","CLOSED","05/21/2015","95-50","112 STREET","11419","4198012","409",,"37","ERT","05/22/2015","A8","05/22/2015","20260427000000"
"2249034","CLOSED","09/02/2017","1771","MONROE AVENUE","10457","2007451","205",,"63","ELEVR","09/13/2017","A8","09/12/2017","20260427000000"
"3219738","CLOSED","03/23/2007","790","QUINCY STREET","11221","3044548","303",,"71","BKLYN","09/05/2007","C2","08/29/2007","20260427000000"
"3013235","CLOSED","11/13/1990","2260","STRAUSS STREET","11212","3082417","316",,"73","BKLYN","01/14/1991","B1","01/04/1991","20260427000000"
"4272614","CLOSED","07/26/2006","150-30","118 AVENUE","11434","4264975","412",,"45","QNS.","09/05/2006","C2","08/31/2006","20260427000000"
"4637225","CLOSED","11/18/2015","214-01","35 AVENUE","11361","4443777","411",,"30","QNS.","11/20/2015","I2","11/19/2015","20260427000000"
"1236378","CLOSED","09/14/2008","2250","1 AVENUE","10029","1053064","111",,"23","SCFLD","09/16/2008","I2","09/15/2008","20260427000000"
"2015815","CLOSED","04/06/1995","1115","WEBSTER AVE","10456","2002073","204",,"33","BRONX","04/20/1995","I1","04/18/1995","20260427000000"
"4317842","CLOSED","08/09/2007","37-34","JUNCTION BOULEVARD","11368","4036659","403",,"05","QNS.","08/10/2007","A1","08/07/2007","20260427000000"
"3025637","CLOSED","10/19/1992","337","LOGAN ST",,"3838575","3",,"42","BKLYN","11/06/1992","B1","10/23/1992","20260427000000"
"4835064","CLOSED","01/27/2021","36-14","12 STREET","11106","4439170","401","IBZ","31","QNS.","01/27/2021","I1","01/27/2021","20260427000000"
"3022347","CLOSED","04/21/1992","1615","47 STREET","11204","3128656","312",,"31","BKLYN","12/16/1992","A1","12/08/1992","20260427000000"
"1013211","CLOSED","05/06/1991","545","8 AVENUE","10018","1013622","104",,"32","MAN.","05/13/1991","I2","05/09/1991","20260427000000"
